index,#Organism group,Strain
4606,E.coli and Shigella,33.62
4607,E.coli and Shigella,33.59
4608,E.coli and Shigella,33.61
4609,E.coli and Shigella,33.58
4610,E.coli and Shigella,33.54
4611,E.coli and Shigella,33.53
4612,E.coli and Shigella,33.56
4613,E.coli and Shigella,33.57
4614,E.coli and Shigella,33.55
4615,E.coli and Shigella,33.52
4616,E.coli and Shigella,33.51
4617,E.coli and Shigella,BR07-DEC
4618,E.coli and Shigella,BR10-DEC
4619,E.coli and Shigella,BR12-DEC
4620,E.coli and Shigella,BR14-DEC
4621,E.coli and Shigella,BR25-DEC
4622,E.coli and Shigella,BR32-DEC
4623,E.coli and Shigella,81
4624,E.coli and Shigella,PNUSAE022253
4625,E.coli and Shigella,PNUSAE022254
4626,E.coli and Shigella,PNUSAE022354
4627,E.coli and Shigella,URMC_88
4628,E.coli and Shigella,URMC_93
4629,E.coli and Shigella,URMC_73
4630,E.coli and Shigella,URMC_105
4631,E.coli and Shigella,URMC_108
4632,E.coli and Shigella,CFSAN059650
4633,E.coli and Shigella,CFSAN059651
4634,E.coli and Shigella,CVM N18EC202
4635,E.coli and Shigella,CVM N18EC160
4636,E.coli and Shigella,CVM N18EC036
4637,E.coli and Shigella,CVM N18EC032
4638,E.coli and Shigella,CVM N18EC046
4639,E.coli and Shigella,CVM N18EC038
4640,E.coli and Shigella,CVM N18EC050
4641,E.coli and Shigella,CVM N18EC0292
4642,E.coli and Shigella,CVM N18EC0290
4643,E.coli and Shigella,CVM N18EC0286
4644,E.coli and Shigella,CVM N18EC0284
4645,E.coli and Shigella,CVM N18EC0278
4646,E.coli and Shigella,CVM N18EC0276
4647,E.coli and Shigella,CVM N18EC196
4648,E.coli and Shigella,CVM N18EC198
4649,E.coli and Shigella,CVM N18EC190
4650,E.coli and Shigella,CVM N18EC194
4651,E.coli and Shigella,CVM N18EC204
4652,E.coli and Shigella,CVM N18EC0298
4653,E.coli and Shigella,CVM N18EC0296
4654,E.coli and Shigella,CVM N18EC166
4655,E.coli and Shigella,CVM N18EC167
4656,E.coli and Shigella,CVM N18EC145
4657,E.coli and Shigella,CVM N18EC158
4658,E.coli and Shigella,CVM N18EC0258
4659,E.coli and Shigella,CVM N18EC0260
4660,E.coli and Shigella,CVM N18EC0248
4661,E.coli and Shigella,CVM N18EC0268
4662,E.coli and Shigella,CVM N18EC0262
4663,E.coli and Shigella,CVM N18EC0264
4664,E.coli and Shigella,CVM N18EC144
4665,E.coli and Shigella,CVM N18EC148
4666,E.coli and Shigella,CVM N18EC216
4667,E.coli and Shigella,CVM N18EC214
4668,E.coli and Shigella,CVM N18EC220
4669,E.coli and Shigella,CVM N18EC218
4670,E.coli and Shigella,CVM N18EC222
4671,E.coli and Shigella,CVM N18EC221
4672,E.coli and Shigella,CVM N18EC0232
4673,E.coli and Shigella,CVM N18EC224
4674,E.coli and Shigella,CVM N18EC0238
4675,E.coli and Shigella,CVM N18EC138
4676,E.coli and Shigella,CVM N18EC134
4677,E.coli and Shigella,CVM N18EC114
4678,E.coli and Shigella,CVM N18EC106
4679,E.coli and Shigella,CVM N18EC104
4680,E.coli and Shigella,CVM N18EC108
4681,E.coli and Shigella,CVM N18EC098
4682,E.coli and Shigella,CVM N18EC096
4683,E.coli and Shigella,CVM N18EC102
4684,E.coli and Shigella,CVM N18EC126
4685,E.coli and Shigella,CVM N18EC122
4686,E.coli and Shigella,CVM N18EC123
4687,E.coli and Shigella,CVM N18EC120
4688,E.coli and Shigella,CVM N18EC208
4689,E.coli and Shigella,CVM N18EC210
4690,E.coli and Shigella,CVM N18EC006
4691,E.coli and Shigella,CVM N18EC012
4692,E.coli and Shigella,CVM N18EC004
4693,E.coli and Shigella,CVM N18EC018
4694,E.coli and Shigella,CVM N18EC024
4695,E.coli and Shigella,CVM N18EC026
4696,E.coli and Shigella,CVM N18EC028
4697,E.coli and Shigella,CVM N18EC074
4698,E.coli and Shigella,CVM N18EC060
4699,E.coli and Shigella,CVM N18EC056
4700,E.coli and Shigella,CVM N18EC070
4701,E.coli and Shigella,CVM N18EC066
4702,E.coli and Shigella,CVM N18EC064
4703,E.coli and Shigella,CVM N18EC201
4704,E.coli and Shigella,CVM N18EC086
4705,E.coli and Shigella,CVM N18EC088
4706,E.coli and Shigella,CVM N18EC076
4707,E.coli and Shigella,CVM N18EC082
4708,E.coli and Shigella,CVM N18EC092
4709,E.coli and Shigella,CVM N18EC094
4710,E.coli and Shigella,CVM N18EC154
4711,E.coli and Shigella,CVM N18EC174
4712,E.coli and Shigella,CVM N18EC172
4713,E.coli and Shigella,CVM N18EC156
4714,E.coli and Shigella,CVM N18EC178
4715,E.coli and Shigella,CVM N18EC189
4716,E.coli and Shigella,CVM N18EC188
4717,E.coli and Shigella,CVM N18EC0304
4718,E.coli and Shigella,CVM N18EC0306
4719,E.coli and Shigella,CVM N18EC176
4720,E.coli and Shigella,CVM N18EC180
4721,E.coli and Shigella,CVM N18EC186
4722,E.coli and Shigella,CVM N18EC184
4723,E.coli and Shigella,19SC04GT20-EC
4724,E.coli and Shigella,19SC04PC10-EC
4725,E.coli and Shigella,19SC04PC06-EC
4726,E.coli and Shigella,19OR02PC07-EC
4727,E.coli and Shigella,19OR03PC04-EC
4728,E.coli and Shigella,19OR02GT12-EC
4729,E.coli and Shigella,19OR03GB07-EC
4730,E.coli and Shigella,19OR02GT03-EC
4731,E.coli and Shigella,19OR02CB18-EC
4732,E.coli and Shigella,19OR01GB05-EC
4733,E.coli and Shigella,19OR03GT06-EC
4734,E.coli and Shigella,19OR03CB06-EC
4735,E.coli and Shigella,19OR04GB01-EC
4736,E.coli and Shigella,MEZEC6
4737,E.coli and Shigella,19SC05GT15-EC
4738,E.coli and Shigella,19TN05GB03K-EC
4739,E.coli and Shigella,19TN05GB02N-EC
4740,E.coli and Shigella,19OR05CB06-EC
4741,E.coli and Shigella,19OR05PC04-EC
4742,E.coli and Shigella,19OR05PC07-EC
4743,E.coli and Shigella,19OR04CB06-EC
4744,E.coli and Shigella,19OR04PC05-EC
4745,E.coli and Shigella,19SC06CB16-EC
4746,E.coli and Shigella,19OR06GB04-EC
4747,E.coli and Shigella,19OR05GB02-EC
4748,E.coli and Shigella,19OR06CB12-EC
4749,E.coli and Shigella,19OR06GT03-EC
4750,E.coli and Shigella,19MD06PC04-EC
4751,E.coli and Shigella,19MD06GT01-EC
4752,E.coli and Shigella,19MD06GT11-EC
4753,E.coli and Shigella,19MD06GB09-EC
4754,E.coli and Shigella,19MD06PC02-EC
4755,E.coli and Shigella,URMC_106
4756,E.coli and Shigella,URMC_34
4757,E.coli and Shigella,URMC_33
4758,E.coli and Shigella,URMC_16
4759,E.coli and Shigella,URMC_17
4760,E.coli and Shigella,URMC_112
4761,E.coli and Shigella,URMC_18
4762,E.coli and Shigella,URMC_76
4763,E.coli and Shigella,URMC_21
4764,E.coli and Shigella,URMC_109
4765,E.coli and Shigella,URMC_91
4766,E.coli and Shigella,URMC_14
4767,E.coli and Shigella,URMC_110
4768,E.coli and Shigella,URMC_57
4769,E.coli and Shigella,URMC_22
4770,E.coli and Shigella,URMC_95
4771,E.coli and Shigella,URMC_71
4772,E.coli and Shigella,URMC_72
4773,E.coli and Shigella,URMC_96
4774,E.coli and Shigella,URMC_89
4775,E.coli and Shigella,URMC_61
4776,E.coli and Shigella,URMC_60
4777,E.coli and Shigella,URMC_74
4778,E.coli and Shigella,URMC_48
4779,E.coli and Shigella,URMC_84
4780,E.coli and Shigella,URMC_6
4781,E.coli and Shigella,URMC_7
4782,E.coli and Shigella,19SC06GT10-EC2
4783,E.coli and Shigella,19SC06PC10-EC
4784,E.coli and Shigella,19SCGB10-EC
4785,E.coli and Shigella,19TN06GB05K-EC
4786,E.coli and Shigella,19TN06GB03K-EC
4787,E.coli and Shigella,19OR06PC04-EC
4788,E.coli and Shigella,19OR06GB05-EC
4789,E.coli and Shigella,19OR07CB12-EC
4790,E.coli and Shigella,19OR06CB18-EC
4791,E.coli and Shigella,19OR06CB30-EC
4792,E.coli and Shigella,CVM N18EC0848
4793,E.coli and Shigella,CVM N18EC0845
4794,E.coli and Shigella,CVM N18EC0852
4795,E.coli and Shigella,CVM N18EC0420
4796,E.coli and Shigella,CVM N18EC0434
4797,E.coli and Shigella,CVM N18EC0430
4798,E.coli and Shigella,CVM N18EC0436
4799,E.coli and Shigella,CVM N18EC0502
4800,E.coli and Shigella,CVM N18EC0504
4801,E.coli and Shigella,CVM N18EC0492
4802,E.coli and Shigella,CVM N18EC0496
4803,E.coli and Shigella,CVM N18EC0500
4804,E.coli and Shigella,CVM N18EC1022
4805,E.coli and Shigella,CVM N18EC1024
4806,E.coli and Shigella,CVM N18EC1020
4807,E.coli and Shigella,CVM N18EC1012
4808,E.coli and Shigella,CVM N18EC1030
4809,E.coli and Shigella,CVM N18EC0318
4810,E.coli and Shigella,CVM N18EC0312
4811,E.coli and Shigella,CVM N18EC1047
4812,E.coli and Shigella,CVM N18EC1052
4813,E.coli and Shigella,CVM N18EC0834
4814,E.coli and Shigella,CVM N18EC1042
4815,E.coli and Shigella,CVM N18EC0824
4816,E.coli and Shigella,CVM N18EC0826
4817,E.coli and Shigella,CVM N18EC0830
4818,E.coli and Shigella,CVM N18EC0832
4819,E.coli and Shigella,CVM N18EC0816
4820,E.coli and Shigella,CVM N18EC1000
4821,E.coli and Shigella,CVM N18EC0998
4822,E.coli and Shigella,CVM N18EC1160
4823,E.coli and Shigella,CVM N18EC1162
4824,E.coli and Shigella,CVM N18EC0710
4825,E.coli and Shigella,CVM N18EC0814
4826,E.coli and Shigella,CVM N18EC0812
4827,E.coli and Shigella,CVM N18EC0606
4828,E.coli and Shigella,CVM N18EC0604
4829,E.coli and Shigella,CVM N18EC0616
4830,E.coli and Shigella,CVM N18EC0615
4831,E.coli and Shigella,CVM N18EC0613
4832,E.coli and Shigella,CVM N18EC0622
4833,E.coli and Shigella,CVM N18EC1106
4834,E.coli and Shigella,CVM N18EC1104
4835,E.coli and Shigella,CVM N18EC1100
4836,E.coli and Shigella,CVM N18EC1098
4837,E.coli and Shigella,CVM N18EC1096
4838,E.coli and Shigella,CVM N18EC1090
4839,E.coli and Shigella,CVM N18EC1088
4840,E.coli and Shigella,CVM N18EC1086
4841,E.coli and Shigella,CVM N18EC0592
4842,E.coli and Shigella,CVM N18EC0594
4843,E.coli and Shigella,CVM N18EC0576
4844,E.coli and Shigella,CVM N18EC0578
4845,E.coli and Shigella,CVM N18EC0584
4846,E.coli and Shigella,CVM N18EC0600
4847,E.coli and Shigella,CVM N18EC1062
4848,E.coli and Shigella,CVM N18EC1064
4849,E.coli and Shigella,CVM N18EC1076
4850,E.coli and Shigella,CVM N18EC1082
4851,E.coli and Shigella,CVM N18EC0798
4852,E.coli and Shigella,CVM N18EC0796
4853,E.coli and Shigella,CVM N18EC0810
4854,E.coli and Shigella,CVM N18EC0808
4855,E.coli and Shigella,CVM N18EC0372
4856,E.coli and Shigella,CVM N18EC0364
4857,E.coli and Shigella,CVM N18EC0368
4858,E.coli and Shigella,CVM N18EC0358
4859,E.coli and Shigella,CVM N18EC0799
4860,E.coli and Shigella,CVM N18EC0898
4861,E.coli and Shigella,CVM N18EC0550
4862,E.coli and Shigella,CVM N18EC0546
4863,E.coli and Shigella,CVM N18EC0540
4864,E.coli and Shigella,CVM N18EC0536
4865,E.coli and Shigella,CVM N18EC0538
4866,E.coli and Shigella,CVM N18EC0820
4867,E.coli and Shigella,CVM N18EC0556
4868,E.coli and Shigella,CVM N18EC1134
4869,E.coli and Shigella,CVM N18EC0908
4870,E.coli and Shigella,CVM N18EC1206
4871,E.coli and Shigella,CVM N18EC1157
4872,E.coli and Shigella,CVM N18EC1108
4873,E.coli and Shigella,CVM N18EC0390
4874,E.coli and Shigella,CVM N18EC0930
4875,E.coli and Shigella,CVM N18EC0982
4876,E.coli and Shigella,CVM N18EC0464
4877,E.coli and Shigella,CVM N18EC0804
4878,E.coli and Shigella,CVM N18EC1032
4879,E.coli and Shigella,CVM N18EC1044
4880,E.coli and Shigella,CVM N18EC1015
4881,E.coli and Shigella,CVM N18EC1016
4882,E.coli and Shigella,CVM N18EC0752
4883,E.coli and Shigella,CVM N18EC0946
4884,E.coli and Shigella,CVM N18EC0254
4885,E.coli and Shigella,CVM N18EC0192
4886,E.coli and Shigella,CVM N18EC0242
4887,E.coli and Shigella,CVM N18EC0230
4888,E.coli and Shigella,CVM N18EC0058
4889,E.coli and Shigella,CVM N18EC0044
4890,E.coli and Shigella,CVM N18EC0732
4891,E.coli and Shigella,CVM N18EC0596
4892,E.coli and Shigella,CVM N18EC0562
4893,E.coli and Shigella,CVM N18EC0416
4894,E.coli and Shigella,CVM N18EC0336
4895,E.coli and Shigella,CVM N18EC0322
4896,E.coli and Shigella,19SC08CB16
4897,E.coli and Shigella,19SC08PC02
4898,E.coli and Shigella,19SC08GT05
4899,E.coli and Shigella,CVM N18EC0280
4900,E.coli and Shigella,19MD07GB05-EC
4901,E.coli and Shigella,19MD07CB01-EC
4902,E.coli and Shigella,19OR07GB02-EC
4903,E.coli and Shigella,19OR07PC07-EC
4904,E.coli and Shigella,19OR07GB05-EC
4905,E.coli and Shigella,19SC08PC06-EC
4906,E.coli and Shigella,19SC08CB32-EC
4907,E.coli and Shigella,19NC07PC06_EC
4908,E.coli and Shigella,19NC07GB04_EC
4909,E.coli and Shigella,19NC07GB10_EC
4910,E.coli and Shigella,19NC07GB02_EC
4911,E.coli and Shigella,19NC07GT05_EC
4912,E.coli and Shigella,19MD07GT11-EC
4913,E.coli and Shigella,19MD07GB09-EC
4914,E.coli and Shigella,19MD07GB07-EC
4915,E.coli and Shigella,19MD07GT16-EC
4916,E.coli and Shigella,19TN08GB05N-EC
4917,E.coli and Shigella,19TN08GB03K-EC
4918,E.coli and Shigella,19TN08GB04N-EC
4919,E.coli and Shigella,PNUSAE033702
4920,E.coli and Shigella,CVM N17EC1164
4921,E.coli and Shigella,19IA07GB08-EC
4922,E.coli and Shigella,19IA07GT05-EC
4923,E.coli and Shigella,19IA07PC02-EC
4924,E.coli and Shigella,19IA07GB02-EC
4925,E.coli and Shigella,19IA07CB40-EC
4926,E.coli and Shigella,19IA07CB24-EC
4927,E.coli and Shigella,19SD07GT15-EC
4928,E.coli and Shigella,19IA07PC04-EC
4929,E.coli and Shigella,19IA07GT20-EC
4930,E.coli and Shigella,19MD08PC10-EC
4931,E.coli and Shigella,19MD08CB09-EC
4932,E.coli and Shigella,19MD08GB09-EC
4933,E.coli and Shigella,CVM N17EC0616
4934,E.coli and Shigella,19SD07GT20-EC
4935,E.coli and Shigella,19SD07PC06-EC
4936,E.coli and Shigella,19SD07GB08-EC
4937,E.coli and Shigella,19IA08GB06-EC
4938,E.coli and Shigella,19IA08CB16-EC
4939,E.coli and Shigella,19IA08PC08-EC
4940,E.coli and Shigella,19IA08GT20-EC
4941,E.coli and Shigella,19IA08PC10-EC
4942,E.coli and Shigella,19OR08GB04-EC
4943,E.coli and Shigella,19OR08CB12-EC
4944,E.coli and Shigella,19OR07GT12-EC
4945,E.coli and Shigella,19NC08PC02_EC
4946,E.coli and Shigella,19NC08GT20_EC
4947,E.coli and Shigella,19NC08CB08_EC
4948,E.coli and Shigella,19NC08GT15_EC
4949,E.coli and Shigella,19NC08GT10_EC
4950,E.coli and Shigella,19NC08PC08_EC
4951,E.coli and Shigella,AR-0426
4952,E.coli and Shigella,AR-0425
4953,E.coli and Shigella,AR-0423
4954,E.coli and Shigella,19GA06GB10
4955,E.coli and Shigella,19GA08GT10
4956,E.coli and Shigella,19GA07CB16
4957,E.coli and Shigella,19GA07GB09
4958,E.coli and Shigella,19GA06GB01
4959,E.coli and Shigella,19GA07PC02
4960,E.coli and Shigella,19GA07GB02
4961,E.coli and Shigella,19GA06GB06
4962,E.coli and Shigella,19GA06GB05
4963,E.coli and Shigella,19GA06GB04
4964,E.coli and Shigella,19GA06GB08
4965,E.coli and Shigella,19GA07GT20
4966,E.coli and Shigella,19GA08PC02
4967,E.coli and Shigella,19GA06GT05
4968,E.coli and Shigella,19GA08GT05
4969,E.coli and Shigella,19GA06PC06
4970,E.coli and Shigella,19GA07PC04
4971,E.coli and Shigella,19GA07CB08
4972,E.coli and Shigella,19GA06CB40
4973,E.coli and Shigella,19OR08GT09-EC
4974,E.coli and Shigella,19OR09PC01-EC
4975,E.coli and Shigella,19OR08GT12-EC
4976,E.coli and Shigella,19OR09GB07-EC
4977,E.coli and Shigella,19OR09PC07-EC
4978,E.coli and Shigella,19OR09GB05-EC
4979,E.coli and Shigella,19OR09GT09-EC
4980,E.coli and Shigella,19GA08GB10
4981,E.coli and Shigella,19GA08GT20
4982,E.coli and Shigella,19GA08GB06
4983,E.coli and Shigella,19GA08GB03
4984,E.coli and Shigella,19GA08GB05
4985,E.coli and Shigella,19GA08CB24
4986,E.coli and Shigella,19MD04CB01
4987,E.coli and Shigella,19MD04CB18
4988,E.coli and Shigella,19TN09GB02N-EC
4989,E.coli and Shigella,19TN09GB02K-EC
4990,E.coli and Shigella,19OR02GB02-EC
4991,E.coli and Shigella,19OR02PC02-EC
4992,E.coli and Shigella,19OR02CB06-EC
4993,E.coli and Shigella,19OR01PC04-EC
4994,E.coli and Shigella,19OR01PC07-EC
4995,E.coli and Shigella,19OR01GB04-EC
4996,E.coli and Shigella,19OR01CB24-EC
4997,E.coli and Shigella,AR-0421
4998,E.coli and Shigella,19OR08PC01-EC
4999,E.coli and Shigella,19SC09GB06-EC
5000,E.coli and Shigella,19SC09CB24-EC
5001,E.coli and Shigella,19SC09GB10-EC
5002,E.coli and Shigella,19SD08GB06-EC
5003,E.coli and Shigella,19SD08GB04-EC
5004,E.coli and Shigella,19SD08PC02-EC
5005,E.coli and Shigella,19SD08PC06-EC
5006,E.coli and Shigella,19SD08GT20-EC
5007,E.coli and Shigella,19NC09CB16_EC
5008,E.coli and Shigella,19NC07PC10_EC
5009,E.coli and Shigella,19CO03GT06-EC
5010,E.coli and Shigella,19CO03PC01-EC
5011,E.coli and Shigella,19CO03CB24-EC
5012,E.coli and Shigella,19CO03GB06-EC
5013,E.coli and Shigella,19CO03GT16-EC
5014,E.coli and Shigella,19SC09CB40-EC
5015,E.coli and Shigella,19SC09GB08-EC
5016,E.coli and Shigella,19NC09GT05_EC
5017,E.coli and Shigella,19OR10GB02-EC
5018,E.coli and Shigella,19OR10CB06-EC
5019,E.coli and Shigella,19OR10GT05-EC
5020,E.coli and Shigella,19OR08GT03-EC
5021,E.coli and Shigella,19OR10PC01-EC
5022,E.coli and Shigella,19CO04GB08-EC
5023,E.coli and Shigella,19CO05GB10-EC
5024,E.coli and Shigella,19CO05GB04-EC
5025,E.coli and Shigella,19CO03GT01-EC
5026,E.coli and Shigella,19CO07GT06-EC
5027,E.coli and Shigella,19CO07CB40-EC
5028,E.coli and Shigella,19CO08CB24-EC
5029,E.coli and Shigella,19CO08PC01-EC
5030,E.coli and Shigella,19IA09GT20-EC
5031,E.coli and Shigella,19IA09PC02-EC
5032,E.coli and Shigella,19IA09CB08-EC
5033,E.coli and Shigella,19IA09PC06-EC
5034,E.coli and Shigella,19IA09PC10-EC
5035,E.coli and Shigella,19IA09CB32-EC
5036,E.coli and Shigella,19IA09PC04-EC
5037,E.coli and Shigella,19IA09GB10-EC
5038,E.coli and Shigella,19MD09CB09-EC
5039,E.coli and Shigella,19MD09GB03-EC
5040,E.coli and Shigella,19MD09GT16-EC
5041,E.coli and Shigella,19MD09GT11-EC
5042,E.coli and Shigella,19MD09GT06-EC
5043,E.coli and Shigella,19MD09PC08-EC
5044,E.coli and Shigella,19MD09GB09-EC
5045,E.coli and Shigella,19MD09GB07-EC
5046,E.coli and Shigella,19CO02GB10-EC
5047,E.coli and Shigella,19CO02GT15-EC
5048,E.coli and Shigella,19CO03CB01-EC
5049,E.coli and Shigella,19CO03CB08-EC
5050,E.coli and Shigella,19CO02CB35-EC
5051,E.coli and Shigella,19CO04CB01-EC
5052,E.coli and Shigella,19CO04GT01-EC
5053,E.coli and Shigella,19CO04PC01-EC
5054,E.coli and Shigella,19CO04CB24-EC
5055,E.coli and Shigella,19CO04GB10-EC
5056,E.coli and Shigella,19CO05PC03-EC
5057,E.coli and Shigella,19CO05GT01-EC
5058,E.coli and Shigella,19IA09CB40-EC
5059,E.coli and Shigella,19CO08GB04-EC
5060,E.coli and Shigella,19CO09GT10-EC
5061,E.coli and Shigella,19CO09PC06-EC
5062,E.coli and Shigella,19CO09PC08-EC
5063,E.coli and Shigella,19CO08PC03-EC
5064,E.coli and Shigella,19CO08GT06-EC
5065,E.coli and Shigella,19CO09GB10-EC
5066,E.coli and Shigella,19CO08PC09-EC
5067,E.coli and Shigella,19CO09GT05-EC
5068,E.coli and Shigella,19CO08GT01-EC
5069,E.coli and Shigella,19CO09GB05-EC
5070,E.coli and Shigella,19CO08GT20-EC
5071,E.coli and Shigella,19CO09GB06-EC
5072,E.coli and Shigella,19NC07GT20_EC
5073,E.coli and Shigella,19NC09GB10_EC
5074,E.coli and Shigella,19NC09GB08_EC
5075,E.coli and Shigella,19CO09GT15-EC
5076,E.coli and Shigella,19CO10GT01-EC
5077,E.coli and Shigella,19CO10PC05-EC
5078,E.coli and Shigella,19CO10GT06-EC
5079,E.coli and Shigella,19CO10GB02-EC
5080,E.coli and Shigella,19CO10GB08-EC
5081,E.coli and Shigella,19OR10GT10-EC
5082,E.coli and Shigella,19OR10CB18-EC
5083,E.coli and Shigella,19MD10GB09-EC
5084,E.coli and Shigella,19MD10GB05-EC
5085,E.coli and Shigella,19MD10GB07-EC
5086,E.coli and Shigella,19MD10CB18-EC
5087,E.coli and Shigella,19MD10GT01-EC
5088,E.coli and Shigella,19MD10CB09-EC
5089,E.coli and Shigella,19IA10CB08-EC
5090,E.coli and Shigella,19KS07GT05_EC
5091,E.coli and Shigella,19IA10PC08-EC
5092,E.coli and Shigella,19IA10PC04-EC
5093,E.coli and Shigella,19SD09GB04-EC
5094,E.coli and Shigella,19SD09GT20-EC
5095,E.coli and Shigella,19SD09GT15-EC
5096,E.coli and Shigella,19KS07CB40_EC
5097,E.coli and Shigella,19SD09PC08-EC
5098,E.coli and Shigella,19SD09PC02-EC
5099,E.coli and Shigella,19SD09GB02-EC
5100,E.coli and Shigella,19IA10CB16-EC
5101,E.coli and Shigella,19SD09GT05-EC
5102,E.coli and Shigella,19IA10GT20-EC
5103,E.coli and Shigella,19IA10PC02-EC
5104,E.coli and Shigella,19OR11GB02-EC
5105,E.coli and Shigella,19OR11CB12-EC
5106,E.coli and Shigella,19OR11GT06-EC
5107,E.coli and Shigella,19GA10GB05
